TimeS,Sunrise,Sunset,TFLatN,TFLatS,TFNoonN,TFNoonS,SST1,SST1Depth,SST1Time,TFLatErrN,TFLatErrS,TFLonErrN,TFLonErrS,MinIntTemp,WetDryChange,MaxPress,TRLon,TRLat,TFLonN,TFLonS,
31/12/12,11:57,19:06,60.00,60.10,15:28,15:29,-1.30,0.00,1378,2.80,2.70,4.00,4.00,-4.64,7882,84.53,-52.10,59.60,-51.20,-51.40,
01/01/13,12:22,18:52,63.90,63.90,15:44,15:44,-2.30,0.00,347,3.00,3.00,6.00,6.00,-3.40,7918,111.72,-53.30,62.40,-55.10,-55.10,
02/01/13,12:25,19:02,60.30,64.30,15:45,15:45,-1.40,0.00,785,5.70,1.70,8.40,3.40,-3.66,7948,140.22,-54.80,62.10,-55.20,-55.20,
03/01/13,12:19,19:15,60.10,59.80,15:43,15:43,-2.62,0.00,719,5.70,1.70,8.10,3.40,-5.62,7984,135.82,-55.60,61.00,-54.60,-54.60,
04/01/13,11:56,18:52,63.50,63.50,15:23,15:23,-1.04,0.00,622,2.50,2.50,4.80,4.80,-4.68,7998,63.73,-49.70,61.00,-49.50,-49.50,
05/01/13,11:58,19:15,59.90,59.60,15:40,15:38,-1.70,0.00,830,2.70,2.80,3.90,3.90,-2.10,8030,71.13,-52.70,59.90,-53.60,-53.10,
06/01/13,11:36,19:24,58.60,57.40,15:29,15:30,-0.04,0.00,927,2.40,8.90,3.20,5.00,-3.92,8046,58.52,-51.00,57.50,-50.80,-51.00,
07/01/13,11:53,19:17,62.80,62.10,15:35,15:36,-2.12,0.00,744,1.00,1.30,1.60,2.00,-2.66,8072,82.63,-52.10,59.60,-52.10,-52.40,
08/01/13,11:51,19:21,61.60,61.10,15:39,15:42,-4.80,0.00,779,2.70,2.80,3.90,4.10,-5.60,8120,56.42,-52.30,59.60,-53.00,-53.80,
09/01/13,11:52,19:15,59.60,58.80,15:37,15:38,-4.46,0.00,748,4.20,4.40,5.70,6.00,-4.46,8146,110.72,-51.60,60.30,-52.40,-52.70,
10/01/13,12:01,19:28,62.10,57.40,15:47,15:34,-1.50,0.00,461,1.60,4.40,2.50,6.00,-8.14,8204,128.72,-54.20,59.90,-54.80,-51.60,
11/01/13,11:42,19:12,60.20,60.10,15:30,15:30,-5.44,0.00,727,3.80,3.90,5.20,5.30,-6.00,8262,156.03,-49.70,59.90,-50.50,-50.50,
12/01/13,12:02,19:30,59.90,58.80,15:36,15:35,-2.54,0.00,803,2.90,3.90,4.00,5.30,-2.56,8272,138.63,-54.40,60.60,-51.90,-51.60,
13/01/13,11:47,19:30,58.40,57.70,15:36,15:37,-0.50,0.00,17,3.90,3.60,2.20,1.90,-0.74,8322,142.13,-52.40,59.60,-51.80,-52.00,
14/01/13,11:42,19:31,59.70,61.60,15:35,15:39,-0.50,0.00,405,6.50,1.70,3.70,2.50,-0.58,8362,139.13,-51.80,59.20,-51.50,-52.50,
15/01/13,11:42,19:15,59.70,58.80,15:29,15:28,-5.40,0.00,743,8.40,1.70,4.60,2.50,-5.54,8404,148.72,-49.70,61.00,-49.90,-49.60,
16/01/13,11:57,19:33,60.00,59.00,15:43,15:40,-1.24,0.00,15,4.30,14.30,5.60,7.50,-3.62,8422,95.13,-53.80,61.00,-53.30,-52.50,
17/01/13,11:18,19:30,57.70,56.50,15:30,15:27,-2.52,0.00,800,7.40,8.00,3.60,4.30,-4.46,8436,131.03,-48.40,58.20,-49.90,-49.20,
18/01/13,11:35,19:38,58.70,57.90,15:35,15:39,-5.16,0.00,790,7.10,5.90,3.80,3.00,-5.46,8462,133.22,-51.50,59.20,-51.10,-52.10,
19/01/13,11:23,19:26,59.40,58.60,15:25,15:24,-0.82,0.00,750,11.20,12.40,5.90,6.40,-0.84,8476,135.43,-48.40,59.60,-48.50,-48.30,
20/01/13,10:56,19:23,59.50,57.30,15:22,15:16,-1.02,0.00,758,11.00,12.40,5.60,5.90,-1.06,8500,130.72,-44.60,57.50,-47.70,-46.20,
21/01/13,11:05,19:42,57.10,56.00,15:20,15:21,0.02,0.00,671,12.90,14.00,6.30,7.20,-1.60,8514,111.13,-48.00,56.80,-47.10,-47.40,
22/01/13,11:07,19:13,59.10,59.10,15:14,15:16,-0.78,0.00,780,12.90,11.90,6.30,6.30,-0.84,8550,152.82,-44.60,60.30,-45.60,-46.10,
23/01/13,11:04,19:41,56.60,57.70,15:19,15:22,1.10,0.00,770,8.40,7.50,4.70,3.80,-2.30,8580,144.13,-47.60,57.80,-46.80,-47.50,
24/01/13,11:08,19:54,54.90,55.80,15:26,15:29,0.22,0.00,1009,8.40,7.20,4.70,4.30,-2.48,8590,141.13,-49.70,57.10,-48.50,-49.20,
25/01/13,11:10,19:58,57.30,55.70,15:36,15:35,-3.32,0.00,757,7.20,7.60,4.00,2.10,-3.42,8618,155.32,-50.40,57.10,-50.90,-50.60,
26/01/13,11:09,19:59,57.00,57.10,15:32,15:32,-1.02,0.00,867,5.90,5.70,2.90,2.60,-1.56,8632,132.72,-50.30,57.50,-49.80,-49.80,
27/01/13,11:03,19:58,56.50,57.00,15:29,15:31,-1.40,0.00,928,4.80,4.20,2.20,1.90,-1.70,8674,145.53,-49.40,57.50,-49.00,-49.50,
28/01/13,11:13,19:58,58.90,58.60,15:35,15:34,-1.16,0.00,518,6.70,6.80,3.20,3.00,-1.56,8694,96.63,-50.60,58.90,-50.50,-50.20,
29/01/13,10:54,19:36,57.50,57.90,15:18,15:18,7.16,0.00,33,11.00,10.60,4.80,4.90,-1.56,8748,100.53,-45.50,59.90,-46.20,-46.20,
30/01/13,10:38,19:32,59.50,61.90,16:07,15:17,1.58,0.00,636,10.10,11.00,4.50,5.00,1.50,8770,150.22,-42.90,58.90,-58.40,-45.90,
31/01/13,11:09,19:59,60.10,61.60,15:38,15:36,3.08,0.00,194,10.10,12.40,4.50,5.40,-2.48,8808,122.33,-50.10,59.90,-51.10,-50.60,
01/02/13,10:43,20:00,56.40,59.10,15:22,15:25,-1.36,0.00,809,5.40,3.20,2.70,1.30,-3.76,8832,146.72,-47.00,57.10,-47.10,-47.80,
02/02/13,10:42,20:16,55.00,53.80,15:27,15:25,-0.62,0.00,602,14.30,16.80,3.30,3.80,-3.10,8842,109.43,-48.80,55.00,-48.30,-47.80,
03/02/13,10:53,20:07,58.70,59.40,15:29,15:31,-0.62,0.00,2,20.20,17.30,7.70,7.60,-0.62,8862,134.32,-49.00,58.50,-48.80,-49.30,
04/02/13,10:52,20:00,58.70,57.40,15:24,15:24,-0.86,0.00,563,17.30,18.60,6.40,7.00,-1.80,8918,135.72,-48.00,59.90,-47.50,-47.50,
05/02/13,10:46,20:04,57.00,56.40,15:23,15:22,-1.08,0.00,1153,17.30,22.30,6.40,9.30,-1.58,8936,127.63,-47.70,59.20,-47.20,-47.00,
06/02/13,10:32,20:01,57.60,57.10,15:18,15:17,-1.92,0.00,622,14.30,14.60,6.50,6.10,-3.16,8960,130.53,-45.60,58.20,-46.00,-45.70,
07/02/13,10:24,19:45,58.40,59.70,15:05,15:03,3.76,0.00,112,14.30,11.50,6.50,4.50,-1.22,9010,103.83,-42.60,59.90,-42.70,-42.20,
08/02/13,09:38,18:32,62.40,62.40,14:04,14:04,4.78,0.00,690,11.90,11.90,4.30,4.30,1.94,9075,129.63,-27.70,63.80,-27.50,-27.50,
09/02/13,09:23,18:33,60.20,62.50,13:56,13:57,4.04,0.00,904,11.70,9.30,3.90,3.30,2.50,9112,113.83,-25.90,62.80,-25.40,-25.70,
10/02/13,08:52,18:19,62.60,8.80,13:45,15:05,3.24,0.00,595,21.20,10.70,7.10,1.40,2.62,9136,67.72,-20.30,61.30,-22.70,-42.70,
11/02/13,09:15,18:36,60.10,61.00,13:53,13:56,3.54,0.00,533,21.20,8.40,7.10,2.70,2.84,9190,66.03,-25.30,62.80,-24.70,-25.40,
12/02/13,09:02,18:31,61.10,60.00,13:49,13:49,3.04,0.00,284,11.90,12.90,3.70,3.70,1.82,9230,95.63,-23.10,62.40,-23.70,-23.70,
13/02/13,09:13,18:43,60.20,62.30,13:56,13:55,1.94,0.00,378,10.00,9.10,2.70,2.60,1.14,9247,51.33,-26.00,63.10,-25.50,-25.20,
14/02/13,08:51,18:44,59.00,57.40,13:47,13:48,13.52,0.00,18,7.60,7.80,2.40,2.40,-0.60,9358,56.02,-23.30,60.30,-23.20,-23.50,
15/02/13,08:53,18:34,60.10,63.30,13:39,13:39,2.40,0.00,503,33.50,20.20,8.80,5.50,-0.82,9394,52.23,-22.30,63.10,-21.20,-21.20,
16/02/13,08:51,18:48,59.60,60.80,13:46,13:46,1.78,0.00,527,7.40,8.70,1.90,2.10,1.76,9460,84.92,-23.90,61.70,-23.00,-23.00,
17/02/13,08:55,18:52,59.80,60.00,13:50,13:49,10.02,0.00,124,10.60,11.20,2.60,2.60,1.84,9530,69.33,-24.90,62.40,-24.00,-23.80,
18/02/13,08:44,18:51,63.40,67.60,13:44,13:38,7.48,0.00,1077,20.20,14.00,4.80,3.80,1.82,9576,74.42,-23.40,61.70,-22.50,-21.00,
19/02/13,08:52,18:48,62.40,60.20,13:49,13:49,2.96,0.00,606,21.20,22.30,4.30,4.90,2.62,9618,69.63,-24.10,64.50,-23.80,-23.80,
20/02/13,08:33,18:48,61.60,69.40,13:40,13:39,3.60,0.00,44,19.40,11.90,3.80,3.20,3.42,9634,83.03,-21.70,62.40,-21.60,-21.30,
21/02/13,08:41,18:56,60.10,62.90,13:49,13:49,3.94,0.00,880,12.70,10.90,2.30,2.10,3.94,9696,68.13,-23.70,63.50,-23.90,-23.90,
22/02/13,08:21,18:51,62.70,69.00,13:39,13:34,4.62,0.00,664,30.00,17.90,5.00,3.90,3.48,9764,55.42,-20.60,61.30,-21.40,-20.10,
23/02/13,08:27,19:04,61.40,64.20,13:42,13:41,10.82,0.00,466,23.70,23.70,4.00,3.80,2.08,9796,79.63,-23.00,61.00,-22.20,-21.90,
24/02/13,08:22,19:10,58.40,57.30,13:42,13:43,3.68,0.00,1362,18.60,15.80,2.70,1.40,3.68,9844,68.03,-23.20,59.60,-22.20,-22.50,
25/02/13,08:28,18:57,66.20,65.00,13:52,13:49,12.52,0.00,6,30.00,33.50,4.20,4.20,2.92,9902,91.92,-22.40,65.60,-24.70,-24.00,
26/02/13,08:06,18:22,100.00,100.00,00:00,00:00,,3.76,0.00,216,38.70,1000000.00,2.30,18.20,-2.92,9934,82.03,-15.30,69.40,-176.80,200.00,
27/02/13,08:11,19:01,62.40,50.20,13:30,13:33,4.40,0.00,1272,47.40,67.00,4.80,2.90,1.12,9988,81.83,-20.80,63.80,-19.30,-20.10,
28/02/13,08:09,19:02,100.00,100.00,00:00,00:00,9.70,0.00,649,38.70,38.70,4.20,9.90,0.58,10042,84.03,-20.80,64.50,-176.90,-176.90,
01/03/13,07:46,19:15,56.80,43.80,13:32,13:33,4.44,0.00,471,17.30,19.40,0.90,0.80,-4.74,10098,76.92,-19.60,51.90,-19.90,-20.20,
02/03/13,07:57,19:19,51.70,52.10,13:38,13:37,4.72,0.00,426,47.40,47.40,1.70,1.80,-5.24,10176,75.83,-21.50,58.20,-21.50,-21.20,
03/03/13,07:54,19:28,46.20,2.50,13:39,13:41,1.76,0.00,683,38.70,25.30,1.20,1.40,-7.04,10242,71.03,-22.30,54.00,-21.80,-22.30,
04/03/13,07:40,19:36,29.30,38.00,13:40,13:40,8.04,0.00,63,47.40,1000000.00,1.40,1.90,-5.60,10284,92.63,-21.60,37.80,-22.10,-22.10,
05/03/13,07:43,19:34,42.90,-15.40,13:41,13:41,4.28,0.00,491,1000000.00,16.80,1.70,1.10,-1.80,10324,115.53,-21.80,45.90,-22.40,-22.40,
06/03/13,07:49,19:55,-12.70,-27.50,13:53,13:52,0.30,0.00,18,20.20,10.50,1.30,0.90,0.30,10416,75.63,-25.20,30.80,-25.50,-25.20,
07/03/13,07:56,19:50,100.00,100.00,00:00,00:00,3.26,0.00,507,38.70,38.70,1000000.00,0.90,2.80,10484,80.92,-25.50,50.10,-177.20,-177.20,
08/03/13,07:53,20:01,-8.20,-5.20,13:54,13:53,3.78,0.00,805,25.30,30.00,1.30,1.50,3.34,10494,74.53,-26.60,33.60,-25.80,-25.60,
09/03/13,07:52,19:53,54.80,-39.60,13:50,13:50,3.32,0.00,572,38.70,9.10,0.80,0.90,2.92,10538,68.33,-25.50,50.80,-24.90,-24.90,
10/03/13,07:41,19:54,58.10,100.00,13:34,13:30,3.70,0.00,169,1000000.00,67.00,5.80,1000000.00,3.70,10594,31.02,-24.30,31.50,-20.90,-19.90,
11/03/13,07:30,19:43,-0.30,14.80,13:42,13:44,4.42,0.00,989,47.40,67.00,1.40,1000000.00,1.22,10626,73.63,-21.60,37.10,-23.00,-23.50,
12/03/13,07:32,20:05,-44.60,-24.20,13:46,13:45,1.98,0.00,481,7.60,18.60,0.80,1.00,1.30,10688,74.22,-24.70,100.00,-24.10,-23.80,
13/03/13,07:35,20:07,0.10,45.50,13:49,13:50,5.46,0.00,795,47.40,38.70,1.30,0.90,-0.06,10752,80.83,-25.40,100.00,-24.90,-25.10,
14/03/13,07:35,19:57,100.00,100.00,00:00,00:00,3.52,0.00,168,67.00,38.70,1000000.00,1000000.00,-1.48,10780,61.33,-24.20,100.00,-177.70,-177.70,
15/03/13,07:15,20:19,-50.10,-50.50,13:49,13:50,1.30,0.00,539,13.70,12.20,1.40,1.30,-1.70,10806,67.83,-24.50,100.00,-25.00,-25.30,
16/03/13,07:38,20:16,100.00,100.00,13:53,13:50,2.90,0.00,784,67.00,67.00,1000000.00,1000000.00,-1.46,10844,60.83,-27.10,100.00,-26.10,-25.40,
17/03/13,08:37,20:19,67.70,67.70,14:15,14:15,2.32,0.00,1394,17.90,17.90,4.00,4.00,-1.88,10888,48.63,-34.90,100.00,-31.70,-31.70,
18/03/13,07:03,20:15,-58.40,-60.10,13:40,13:40,0.10,0.00,483,12.70,17.90,2.90,4.00,-0.92,10928,46.23,-22.80,100.00,-23.00,-23.00,
19/03/13,06:59,20:32,-64.60,-64.60,13:49,13:49,2.12,0.00,1041,7.10,7.10,1.70,1.70,1.50,10998,48.83,-24.50,100.00,-25.30,-25.30,
20/03/13,07:02,20:29,64.10,64.10,13:44,13:44,2.08,0.00,286,5.00,5.00,1.20,1.20,1.24,11024,84.83,-24.50,100.00,-24.10,-24.10,
21/03/13,07:03,20:33,60.30,60.30,13:47,13:47,3.52,0.00,654,20.20,20.20,4.80,4.80,2.92,11054,49.52,-25.20,100.00,-25.00,-25.00,
22/03/13,06:57,20:24,66.20,66.20,13:45,13:45,3.54,0.00,585,10.60,10.60,3.10,3.10,3.46,11110,48.63,-23.40,100.00,-24.50,-24.50,
23/03/13,06:51,20:28,63.60,63.60,13:41,13:41,5.00,0.00,959,16.30,16.30,4.50,4.50,-1.78,11154,79.33,-23.20,100.00,-23.60,-23.60,
24/03/13,06:40,20:40,60.10,60.10,13:43,13:43,-1.48,0.00,469,22.30,22.30,6.50,6.50,-2.80,11176,109.22,-23.40,100.00,-24.20,-24.20,
25/03/13,06:21,20:19,65.30,65.30,13:22,13:22,-0.62,0.00,496,3.50,3.50,1.20,1.20,-5.44,11228,110.33,-18.50,100.00,-19.00,-19.00,
26/03/13,05:55,19:44,60.10,60.10,12:38,12:38,1.86,0.00,414,3.50,3.50,1.20,1.20,0.64,11256,99.22,-11.00,100.00,-8.10,-8.10,
27/03/13,06:07,20:39,67.80,67.80,13:28,13:28,4.08,0.00,1217,3.10,3.10,1.30,1.30,0.10,11304,74.13,-19.40,100.00,-20.70,-20.70,
28/03/13,06:23,21:00,67.80,67.80,13:42,13:42,3.32,0.00,565,2.50,2.50,1.10,1.10,-1.72,11346,70.42,-24.10,100.00,-24.20,-24.20,
29/03/13,06:32,20:37,63.40,63.40,13:41,13:41,0.24,0.00,969,7.40,7.40,2.80,2.80,-2.46,11372,110.63,-22.40,64.90,-24.10,-24.10,
30/03/13,06:23,20:44,63.40,63.40,13:26,13:26,-1.70,0.00,927,8.30,8.30,3.40,3.40,-1.90,11384,107.43,-22.30,66.30,-20.40,-20.40,
31/03/13,05:44,21:00,68.60,68.60,13:19,13:19,-3.44,0.00,1027,3.60,3.60,2.00,2.00,-5.40,11410,98.83,-19.50,71.50,-18.70,-18.70,
01/04/13,05:33,20:37,68.00,68.00,13:06,13:06,-0.92,0.00,200,3.60,3.60,2.00,2.00,-4.34,11437,115.22,-15.30,69.40,-15.50,-15.50,
02/04/13,04:23,20:31,70.70,70.70,12:24,12:24,-0.26,0.00,899,2.30,2.30,2.20,2.20,-5.08,11494,103.72,-5.90,73.70,-5.10,-5.10,
03/04/13,04:38,20:27,71.20,71.20,12:30,12:30,-4.54,0.00,1129,2.80,2.80,3.10,3.10,-6.90,11546,78.22,-7.30,71.90,-6.70,-6.70,
04/04/13,24:21,45:02,77.10,77.10,34:40,34:40,-11.80,0.00,162,1.40,1.40,5.30,5.30,-13.76,11616,78.63,20.30,80.00,20.70,20.70,
05/04/13,25:49,45:43,71.90,71.90,35:47,35:47,5.72,0.00,795,4.70,4.70,6.80,6.80,-11.70,11664,89.42,4.10,78.90,3.80,3.80,
06/04/13,25:04,45:16,72.00,72.00,35:27,35:27,-2.98,0.00,1204,5.00,5.00,8.00,8.00,-7.58,11728,82.13,13.00,78.60,8.80,8.80,
07/04/13,24:47,46:44,76.70,76.70,35:19,35:19,-8.90,0.00,209,1.10,1.10,5.50,5.50,-11.72,11738,116.22,4.10,79.30,10.70,10.70,
08/04/13,24:05,47:47,100.00,100.00,00:00,00:00,-4.60,0.00,284,38.70,38.70,1000000.00,1000000.00,-12.38,11788,112.83,1.40,79.30,-179.50,-179.50,
09/04/13,23:15,47:02,73.10,73.10,35:16,35:16,-3.30,0.00,113,4.10,4.10,8.10,8.10,-4.90,11836,94.53,13.20,78.90,11.30,11.30,
10/04/13,13:52,38:22,71.60,71.60,25:32,25:32,-1.14,0.00,101,7.50,7.50,14.90,14.90,-3.26,11848,103.13,148.50,78.60,157.30,157.30,
11/04/13,21:20,45:50,68.10,68.10,34:27,34:27,-3.30,0.00,1034,9.10,9.10,12.90,12.90,-7.26,11884,118.63,36.40,78.20,23.40,23.40,
12/04/13,00:00,24:31,71.20,71.20,10:46,10:46,0.04,0.00,1050,6.80,6.80,8.70,8.70,-5.60,11914,102.72,-3.70,77.90,18.70,18.70,
13/04/13,00:03,24:31,61.00,61.00,11:18,11:18,-0.28,0.00,1041,17.90,17.90,7.40,7.40,-6.00,11962,105.63,-4.10,77.50,10.60,10.60,
14/04/13,13:52,38:23,67.10,67.10,26:01,26:01,-5.52,0.00,83,8.50,8.50,14.30,14.30,-8.68,12022,79.72,148.20,77.20,149.80,149.80,
15/04/13,00:00,24:31,68.90,68.90,10:59,10:59,-3.76,0.00,1265,6.80,6.80,17.20,17.20,-3.86,12092,103.93,-3.90,76.80,15.30,15.30,
16/04/13,14:24,38:55,100.00,100.00,00:00,00:00,,-1.96,0.00,1275,38.70,1000000.00,8.10,1000000.00,-1.96,12136,67.72,140.00,76.50,180.00,200.00,
17/04/13,21:52,45:53,77.60,77.60,35:17,35:17,-7.38,0.00,446,2.90,2.90,21.10,21.10,-11.84,12164,17.02,31.70,76.10,10.60,10.60,
18/04/13,01:36,25:06,68.60,68.60,11:47,11:47,-1.00,0.00,648,14.60,14.60,18.20,18.20,-3.18,12222,95.22,-20.40,75.80,3.10,3.10,
19/04/13,22:56,47:27,67.80,67.80,34:51,34:51,-1.30,0.00,134,5.50,5.50,12.20,12.20,-1.90,12280,74.83,11.80,75.40,17.00,17.00,
20/04/13,22:26,46:51,66.70,66.70,34:29,34:29,1.02,0.00,1225,8.50,8.50,11.50,11.50,-1.46,12309,79.72,20.00,75.10,22.40,22.40,
21/04/13,03:44,27:45,66.10,66.10,14:58,14:58,-1.34,0.00,22,6.80,6.80,8.00,8.00,-1.34,12340,127.43,-56.50,74.70,-44.80,-44.80,
22/04/13,00:00,24:31,63.20,63.20,12:48,12:48,-0.08,0.00,25,8.40,8.40,7.10,7.10,-1.30,12360,26.02,-4.30,74.40,-12.40,-12.40,
23/04/13,03:12,27:06,66.10,66.10,15:02,15:02,-1.48,0.00,1091,7.10,7.10,18.20,18.20,-3.06,12410,59.52,-47.70,74.00,-45.90,-45.90,
24/04/13,00:00,24:31,66.20,66.20,12:13,12:13,-1.22,0.00,1374,6.50,6.50,14.90,14.90,-3.66,12438,97.13,-4.30,73.70,-3.70,-3.70,
25/04/13,03:12,27:43,64.50,64.50,15:29,15:29,-2.26,0.00,10,10.30,10.30,11.80,11.80,-4.38,12448,91.22,-52.40,73.30,-52.80,-52.80,
26/04/13,18:08,42:39,63.90,63.90,30:13,30:13,0.56,0.00,476,13.70,13.70,13.80,13.80,-4.16,12489,96.22,83.50,72.90,86.20,86.20,
27/04/13,06:24,30:29,60.40,60.40,18:39,18:39,-2.78,0.00,89,7.30,7.30,4.90,4.90,-3.52,12512,43.33,-97.20,72.60,-100.40,-100.40,
28/04/13,02:08,26:39,63.00,63.00,14:25,14:25,-1.58,0.00,85,14.00,14.00,13.80,13.80,-3.62,12582,116.33,-36.50,72.20,-36.90,-36.90,
29/04/13,09:04,33:35,63.00,63.00,21:10,21:10,1.26,0.00,456,11.90,11.90,14.30,14.30,-0.26,12614,111.83,-140.60,71.90,-138.20,-138.20,
30/04/13,13:52,38:23,49.00,49.00,26:27,26:27,3.34,0.00,322,18.60,18.60,6.00,6.00,-1.80,12672,106.22,147.40,71.50,142.50,142.50,
01/05/13,06:24,30:28,62.40,62.40,18:18,18:18,-1.74,0.00,864,14.00,14.00,17.20,17.20,-4.82,12689,29.43,-97.20,71.20,-95.20,-95.20,
02/05/13,16:00,40:05,62.10,62.10,27:59,27:59,-1.26,0.00,1391,13.10,13.10,16.30,16.30,-1.62,12690,31.82,118.60,71.20,119.50,119.50,
03/05/13,08:32,33:03,60.30,60.30,21:01,21:01,-1.88,0.00,757,17.90,17.90,13.80,13.80,-1.96,12726,114.03,-132.70,70.80,-136.00,-136.00,
04/05/13,22:56,47:27,60.70,60.70,36:01,36:01,1.34,0.00,120,17.90,17.90,14.30,14.30,-2.30,12736,91.83,11.30,70.50,-1.10,-1.10,
05/05/13,16:00,40:23,60.20,60.20,28:06,28:06,-1.72,0.00,306,19.40,19.40,15.50,15.50,-6.70,12770,95.53,116.30,70.10,117.70,117.70,
06/05/13,12:48,36:36,60.20,60.20,24:02,24:02,-0.80,0.00,277,11.70,11.70,9.90,9.90,-2.80,12786,45.23,168.60,69.80,178.60,178.60,
07/05/13,04:48,29:19,60.10,60.10,17:03,17:03,-1.80,0.00,33,16.80,16.80,18.20,18.20,-2.84,12816,73.03,-76.70,69.40,-76.60,-76.60,
08/05/13,18:08,42:38,60.10,60.10,30:29,30:29,-0.36,0.00,1428,16.80,16.80,18.20,18.20,-0.68,12868,106.03,83.40,69.40,81.90,81.90,
09/05/13,08:00,32:31,60.40,60.40,20:07,20:07,-0.90,0.00,822,6.80,6.80,9.70,9.70,-1.38,12895,96.92,-124.80,69.10,-122.60,-122.60,
10/05/13,06:24,30:55,60.10,60.10,17:38,17:38,-0.46,0.00,487,6.50,6.50,9.30,9.30,-1.30,12927,0.93,-100.80,68.70,-85.40,-85.40,
11/05/13,05:20,29:51,54.30,54.30,16:59,16:59,1.16,0.00,626,17.30,17.30,8.50,8.50,-3.06,12980,85.03,-84.80,68.40,-75.70,-75.70,
12/05/13,04:50,29:19,60.40,60.40,16:26,16:26,0.78,0.00,101,6.00,6.00,16.30,16.30,-2.20,12993,73.03,-77.00,68.40,-67.40,-67.40,
13/05/13,19:44,44:13,60.10,60.10,31:54,31:54,-2.82,0.00,691,8.70,8.70,25.80,25.80,-3.10,13036,85.03,59.50,68.00,60.60,60.60,
14/05/13,16:00,40:31,60.10,60.10,27:36,27:36,-0.60,0.00,407,8.70,8.70,25.80,25.80,-2.26,13076,92.22,115.20,67.70,125.10,125.10,
15/05/13,06:24,30:55,70.00,70.00,18:47,18:47,-0.68,0.00,421,3.60,3.60,1000000.00,1000000.00,-2.12,13110,94.92,-100.80,67.30,-102.70,-102.70,
16/05/13,01:16,25:35,57.00,57.00,13:29,13:29,1.40,0.00,1040,21.20,21.20,13.30,13.30,-0.42,13133,86.53,-22.30,67.30,-23.20,-23.20,
17/05/13,18:08,41:49,57.20,57.20,30:01,30:01,-0.24,0.00,147,6.50,6.50,6.60,6.60,-0.60,13163,12.53,89.50,67.00,88.90,88.90,
18/05/13,08:00,32:24,52.60,52.60,19:34,19:34,-0.50,0.00,1123,10.20,10.20,5.20,5.20,-0.68,13186,88.13,-123.90,67.00,-114.40,-114.40,
19/05/13,03:44,28:15,57.10,57.10,15:57,15:57,0.30,0.00,893,5.80,5.80,6.80,6.80,-0.28,13233,70.72,-60.80,66.60,-60.10,-60.10,
20/05/13,00:32,25:03,62.90,62.90,12:55,12:55,-0.36,0.00,97,4.60,4.60,15.50,15.50,-0.96,13280,88.63,-12.70,66.30,-14.60,-14.60,
21/05/13,19:44,44:15,100.00,100.00,00:00,00:00,,1.00,0.00,337,38.70,1000000.00,1000000.00,11.80,-0.62,13294,87.33,59.30,66.30,179.10,200.00,
22/05/13,14:24,38:47,68.90,68.90,26:18,26:18,0.74,0.00,675,3.60,3.60,1000000.00,1000000.00,-1.02,13309,48.92,140.30,65.90,144.70,144.70,
23/05/13,20:16,44:46,55.00,55.00,31:35,31:35,-1.36,0.00,593,9.00,9.00,5.80,5.80,-2.56,13323,32.63,51.50,65.90,65.50,65.50,
24/05/13,03:44,27:52,54.90,54.90,15:14,15:14,-0.04,0.00,396,8.70,8.70,5.70,5.70,-1.84,13358,69.03,-57.80,65.60,-49.30,-49.30,
25/05/13,18:40,42:49,70.10,70.10,30:45,30:45,0.22,0.00,1423,1000000.00,1000000.00,1000000.00,1000000.00,-1.36,13370,75.03,78.10,65.60,78.00,78.00,
26/05/13,23:28,47:44,66.90,66.90,34:39,34:39,0.04,0.00,17,5.30,5.30,1000000.00,1000000.00,-0.34,13422,83.83,5.30,65.20,19.50,19.50,
27/05/13,19:12,43:34,66.60,66.60,30:06,30:06,0.16,0.00,538,4.30,4.30,36.50,36.50,-0.56,13472,99.53,68.60,65.20,87.80,87.80,
28/05/13,12:16,36:47,55.80,55.80,24:22,24:22,17.06,0.00,211,4.30,4.30,5.90,5.90,-0.50,13498,102.93,171.50,64.90,173.80,173.80,
29/05/13,18:08,42:39,67.30,67.30,30:35,30:35,0.34,0.00,274,15.40,15.40,1000000.00,1000000.00,-0.42,13510,102.03,83.50,64.90,80.60,80.60,
30/05/13,01:36,26:07,100.00,100.00,00:00,00:00,2.78,0.00,937,38.70,38.70,1000000.00,1.90,1.54,13518,97.63,-28.50,64.50,179.40,179.40,
31/05/13,22:56,47:27,66.20,66.20,34:27,34:27,3.94,0.00,996,4.60,4.60,1000000.00,1000000.00,3.12,13524,80.03,11.60,64.50,22.70,22.70,
01/06/13,11:44,35:54,69.10,69.10,23:06,23:06,4.22,0.00,27,38.70,38.70,1000000.00,1000000.00,3.38,13532,82.92,-177.80,64.50,-167.00,-167.00,
02/06/13,22:24,46:45,52.70,52.70,33:43,33:43,0.98,0.00,357,12.40,12.40,8.00,8.00,-0.40,13558,71.53,20.90,64.20,33.80,33.80,
03/06/13,23:28,47:22,68.70,68.70,35:38,35:38,0.44,0.00,46,1000000.00,1000000.00,1000000.00,1000000.00,-0.82,13559,67.72,8.30,64.20,5.10,5.10,
04/06/13,13:52,38:23,53.00,53.00,24:43,24:43,0.76,0.00,176,19.40,19.40,13.80,13.80,-0.20,13572,82.13,147.70,63.80,168.90,168.90,
